GLOBALID,OBJECTID,Traffic Calming ID,AssetID,Traffic Calming Category,Asset Code,Asset Owner,General Location,Install Year,Material,Asset Description,Asset Status,Location,Maintained By,Add Date,Modified Date,Source Date,Data Source,Source Accuracy,x,y
d1a9a2f6-8984-401a-85fc-6fa118d2f1c6,431,TRCLM554,TRCLM554,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ASTRAL DR,HRM,11/17/2021 11:58:37 PM,11/17/2021 11:59:12 PM,11/17/2021 4:00:00 AM,Traffic Management,,-7066611.3838,5567289.5484
ed032b1b-735f-4d07-a0f5-a0e31e4c5024,432,TRCLM656,TRCLM656,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,PHILIP DR,HRM,11/19/2021 9:16:31 PM,9/29/2022 9:24:05 PM,6/3/2022 3:00:00 AM,Traffic Management,,-7080364.8269,5594170.032
443b985e-0fa1-4389-a154-6acc23e47d8b,433,TRCLM890,TRCLM890,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OCEANSTONE RD,HRM,12/15/2021 6:16:45 PM,9/3/2024 8:23:03 PM,12/16/2021 4:00:00 AM,Traffic Management,,-7111422.0438,5578344.9587
a9f57616-771e-4797-9056-36050c1a71cf,434,TRCLM1358,TRCLM1358,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,DAY AVE,HRM,9/21/2022 8:35:01 PM,12/13/2024 7:46:35 PM,,,,-7071646.2841,5570379.2912
9afead6d-63e1-46f0-8824-cc75d43a5e09,435,TRCLM1498,TRCLM1498,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Preston St,HRM,5/19/2023 5:21:37 PM,9/24/2024 3:36:51 PM,,,,-7079351.5746,5564937.9037
fb4d6d90-e5c6-41c9-b4ad-cb9d7700ecd3,436,TRCLM512,TRCLM512,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BUCKINGHAM DR,HRM,11/16/2021 5:52:14 PM,11/16/2021 5:52:48 PM,11/16/2021 4:00:00 AM,Traffic Management,,-7107046.2832,5574375.0101
f86f6850-2d7c-44c3-a9a9-4ca550c22e4a,437,TRCLM279,TRCLM279,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,STOKIL DR,HRM,10/27/2021 2:38:33 PM,9/29/2022 9:45:46 PM,4/14/2022 3:00:00 AM,Traffic Management,,-7088939.9017,5587581.5837
619fd6e4-ffc5-4bba-a486-2a6a34fce3b9,438,TRCLM1020,TRCLM1020,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,Starboard Drive,HRM,3/7/2022 6:54:10 PM,5/10/2024 3:31:30 PM,,,,-7088586.8539,5573608.837
d2c859d1-1f81-4be1-bd25-b1a3e7bc6837,439,TRCLM687,TRCLM687,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,EXECUTIVE DR,HRM,11/19/2021 10:07:01 PM,9/29/2022 9:21:35 PM,4/14/2022 3:00:00 AM,Traffic Management,,-7092680.6304,5588651.6412
50692072-0b11-4a29-96b0-83072e44d324,441,TRCLM1351,TRCLM1351,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Ellenvale Avenue,HRM,9/21/2022 8:14:31 PM,12/13/2024 7:47:43 PM,,,,-7071138.7861,5570843.536
7363bfad-4731-4b6b-8f95-56bb4e24fc29,442,TRCLM1189,TRCLM1189,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,GREYSTONE DR,HRM,7/18/2022 8:18:50 PM,12/31/2024 5:59:45 PM,11/3/2022 12:11:34 PM,Traffic Management,,-7081294.2323,5558782.1223
d10dbe8c-319f-4914-b707-56116c57998c,443,TRCLM394,TRCLM394,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BRADORIAN DR,HRM,11/15/2021 7:00:01 PM,11/15/2021 8:47:56 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7067282.7098,5572968.1633
b8f01258-8dc7-4ba4-aef3-f805bbab2282,444,TRCLM1170,TRCLM1170,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Appian Way,HRM,7/18/2022 5:20:25 PM,12/12/2024 9:25:51 PM,,,,-7073631.7467,5574262.7565
a74ba33e-e359-4e79-9d4c-c6c2efa6e1f2,445,TRCLM1182,TRCLM1182,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,Melrose Avenue,HRM,7/18/2022 7:54:24 PM,4/23/2024 8:36:36 PM,,,,-7084682.4625,5566288.1891
7981f18d-1020-40f9-8ea3-fb6cf6f8c8a4,447,TRCLM649,TRCLM649,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOWE AVE,HRM,11/19/2021 8:54:04 PM,9/24/2024 10:16:47 PM,4/14/2022 3:00:00 AM,Traffic Management,,-7080850.5041,5594698.1742
249e7be2-caa5-41f1-8f1e-0ee42663bbf0,448,TRCLM1282,TRCLM1282,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,Ridge Valley Road,HRM,8/2/2022 3:30:31 PM,9/26/2024 10:04:19 PM,,,,-7082309.1385,5563480.0641
3caefaf9-39a3-4b62-93d9-a054b8fa396e,449,TRCLM166,TRCLM166,VERTI,SPDTBL,HRM,ROW,2020,ASPH,,INS,BLUE MOUNTAIN DR,HRM,10/7/2021 3:57:03 PM,11/16/2021 5:15:52 PM,,Traffic Management,,-7093640.7148,5576445.3318
532c3636-31be-47f8-8016-44715b7f5820,452,TRCLM674,TRCLM674,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ST GEORGE BLVD,HRM,11/19/2021 9:45:10 PM,8/26/2024 7:42:24 PM,4/13/2022 3:00:00 AM,Traffic Management,,-7098237.8849,5575857.8158
ff9994f1-c7e1-4bf6-b123-fd86da28bcac,453,TRCLM1503,TRCLM1503,VERTI,SPDTBL,HRM,ROW,2024,,,INS,Zinck Ave,HRM,5/21/2023 1:41:39 AM,12/20/2024 8:26:26 PM,,,,-7086834.2565,5583688.1892
efb737fe-8680-420f-abb1-a15a3ff42786,457,TRCLM2137,TRCLM2137,HORIZ,BMPOUT,HRM,ROW,,ASPH,,INS,HAWTHORNE ST,HRM,6/19/2024 10:20:12 PM,6/19/2024 10:20:12 PM,6/19/2024 10:15:00 PM,Traffic Management,PH,-7075692.8593,5570249.6404
295d80c6-c503-4c5a-a897-5c579ca521e1,458,TRCLM1120,TRCLM1120,VERTI,SPDHMP,HRM,ROW,2023,ASPH,,INS,Christopher Ave,HRM,7/7/2022 5:25:10 PM,5/9/2024 9:06:15 PM,,Traffic Management,PH,-7071139.2123,5571321.1307
c2d5f6a3-5ecb-4684-859a-84ca0892563a,459,TRCLM1379,TRCLM1379,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,Otago Drive,HRM,10/12/2022 5:28:21 PM,5/14/2024 6:03:16 PM,,,,-7068647.1655,5570071.0633
7d894951-2bd7-44ea-8e63-0b9675dc5a4a,460,TRCLM1093,TRCLM1093,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,AGRICOLA ST,HRM,6/24/2022 1:38:23 AM,5/29/2024 3:38:13 PM,6/23/2022 11:00:00 PM,Traffic Management,PH,-7080800.0926,5568982.9068
f5e03574-226b-4829-add4-0d3f889f359e,461,TRCLM1300,TRCLM1300,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Lake Loon Road,HRM,8/3/2022 2:35:55 PM,12/13/2024 7:53:19 PM,,,,-7067914.6979,5575927.9633
6a6dc7b7-c7e0-42c3-8f2c-f2b36794e62b,462,TRCLM226,TRCLM226,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,BRENTWOOD AVE,HRM,10/7/2021 3:57:03 PM,12/14/2022 6:55:57 PM,,Traffic Management,,-7094976.7288,5567159.1822
1918d208-38b5-484a-9c98-25e14a40fb63,464,TRCLM509,TRCLM509,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,WINDSOR DR,HRM,11/16/2021 5:47:17 PM,11/16/2021 5:47:50 PM,11/16/2021 4:00:00 AM,Traffic Management,,-7105449.4777,5573781.923
0fc2334d-d544-4428-8ba5-c58d4f95e683,465,TRCLM2201,TRCLM2201,HORIZ,BMPOUT,HRM,ROW,,CONC,,INS,OXFORD ST,HRM,7/18/2024 11:18:52 PM,7/18/2024 11:20:48 PM,7/18/2024 11:15:00 PM,Traffic Management,PH,-7080553.9186,5566788.034
8d9cc82b-b498-4a6b-bec2-5a26c3845cf8,466,TRCLM450,TRCLM450,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,LAKEVIEW AVE,HRM,11/15/2021 10:26:39 PM,11/15/2021 10:27:16 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7095723.5175,5592198.5445
7e320ea9-33e0-4bd0-a1ba-8ee37dec8b8e,468,TRCLM325,TRCLM325,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,BROADHOLME LN,HRM,10/27/2021 2:38:33 PM,5/27/2024 3:54:48 PM,,,,-7087979.8511,5571745.8346
e18d3a77-1041-4a75-bd33-82524fe0eb78,469,TRCLM77,TRCLM77,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,LAKECREST DR,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:25 PM,,Traffic Management,,-7093168.6786,5593395.602
ede23857-a9ee-4ca9-9454-da34e53a7188,471,TRCLM150,TRCLM150,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,COLINDALE ST,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:26 PM,,Traffic Management,,-7081049.2083,5563067.5135
3b90691e-1398-4660-a952-75d3a9ca14a6,472,TRCLM404,TRCLM404,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,MAPLE ST,HRM,11/15/2021 7:42:09 PM,11/15/2021 7:44:15 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7076210.4379,5569998.5292
55333199-337d-4870-9f45-f414650a1389,473,TRCLM1502,TRCLM1502,VERTI,SPDTBL,HRM,ROW,2024,,,INS,Zinck Ave,HRM,5/21/2023 1:40:38 AM,12/20/2024 8:26:26 PM,,,,-7087003.3536,5583825.0891
a0acc882-bdc3-4d0b-a27c-2c2a7328728b,474,TRCLM1438,TRCLM1438,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,William Hunt Ave,HRM,2/15/2023 10:52:02 PM,5/30/2024 5:34:24 PM,,,,-7081550.0517,5566078.5958
5a8b6b5d-2dc0-4da3-be0d-2c422c7f5d5c,475,TRCLM2302,TRCLM2302,HORIZ,CTRMED,HRM,ROW,,CONC,,INS,EVANS AVE,HRM,10/31/2024 8:32:00 PM,10/31/2024 8:32:00 PM,10/31/2024 8:30:00 PM,Traffic Management,PH,-7083681.1074,5568298.0963
04feea2a-8b2d-4720-9c9b-63209dfa1489,476,TRCLM74,TRCLM74,VERTI,SPDHMP,HRM,ROW,2018,ASPH,,INS,LAKECREST DR,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:25 PM,,Traffic Management,,-7094734.2764,5591351.6869
01e4c69c-2583-4bf0-8f9b-712f07b98c13,477,TRCLM1449,TRCLM1449,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Kaye St,HRM,5/4/2023 8:03:51 PM,12/13/2024 7:52:18 PM,,,,-7088205.0037,5584643.8793
4180bddf-5b7b-47fd-a842-47b4b706d1f3,478,TRCLM36,TRCLM36,VERTI,SPDHMP,HRM,ROW,2017,ASPH,,INS,TERRADORE LN,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:26 PM,,Traffic Management,,-7094699.2098,5576510.3103
c37b7b7c-e123-4446-b00a-20f113f9f98a,482,TRCLM1516,TRCLM1516,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Tartan Ave,HRM,5/23/2023 7:48:44 PM,12/13/2024 6:20:42 PM,,,,-7081744.2345,5559190.8979
7e42a9d7-79dc-4c9e-9ab4-9cf1bcbae6fb,485,TRCLM1058,TRCLM1058,HORIZ,BMPOUT,HRM,ROW,2022,CONC,,INS,FARNHAM GATE RD,HRM,3/28/2022 4:49:35 PM,12/14/2022 4:43:19 PM,3/28/2022 3:00:00 AM,Traffic Management,,-7087306.2945,5570161.1294
1af88c9c-2fc6-4c90-898a-b3db26cc80ec,486,TRCLM1050,TRCLM1050,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,CLEARVIEW DR,HRM,3/25/2022 8:48:04 PM,12/14/2022 9:13:08 PM,,Traffic Management,,-7088178.6898,5579157.6761
6ce93954-17c6-45fd-a040-0dcd191eaf9c,487,TRCLM1017,TRCLM1017,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,DALHOUSIE ST,HRM,3/1/2022 6:38:15 PM,3/3/2025 5:46:18 PM,5/4/2022 3:00:00 AM,Traffic Management,PH,-7079186.2551,5564042.0332
6fb2f7a8-5b1a-4b0e-9f73-61b974c72c91,489,TRCLM34,TRCLM34,VERTI,SPDHMP,HRM,ROW,2017,ASPH,,INS,TERRADORE LN,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:25 PM,,Traffic Management,,-7095218.4041,5576773.9525
6400084d-12fa-4c44-b017-ec3dcf5e16d6,490,TRCLM1572,TRCLM1572,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Fader Street,HRM,6/19/2023 4:06:57 PM,12/12/2024 11:19:05 PM,,,,-7071587.9581,5572713.8911
6fffc252-d1af-42e8-9583-12e745ddec3a,491,TRCLM581,TRCLM581,VERTI,SPDHMP,HRM,ROW,2021,ASPH,,INS,WIMBLEDON DR,HRM,11/18/2021 5:56:45 PM,11/18/2021 5:57:23 PM,11/18/2021 4:00:00 AM,Traffic Management,,-7088546.3414,5578140.7528
b46a1204-f82a-4493-b662-aba8fea4b24d,492,TRCLM750,TRCLM750,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HIRANDALE CRES,HRM,11/22/2021 5:33:57 PM,10/26/2022 9:38:52 PM,4/13/2022 3:00:00 AM,Traffic Management,,-7066992.5979,5572235.596
b926bccf-8ef4-461c-85a4-0ab6539ec099,493,TRCLM1012,TRCLM1012,VERTI,SPDHMP,HRM,ROW,2023,ASPH,,INS,CUTTER DR,HRM,2/18/2022 7:10:32 PM,5/28/2024 5:33:58 PM,,,,-7088039.5403,5573805.4637
b71f61cb-7419-4e11-8338-2eadf8d21cdc,494,TRCLM774,TRCLM774,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,ELLIOT ST,HRM,11/22/2021 5:54:30 PM,10/26/2022 9:42:34 PM,4/13/2022 3:00:00 AM,Traffic Management,,-7075615.2945,5569949.4614
490d5e9b-2f70-4f36-abe9-5a32eda11d9f,496,TRCLM1474,TRCLM1474,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Adelaide Avenue,HRM,5/15/2023 4:26:06 PM,12/20/2024 8:01:14 PM,,,,-7085150.7319,5566946.668
f4791cdf-f45b-4723-872d-83f6494c3996,497,TRCLM2144,TRCLM2144,HORIZ,BMPOUT,HRM,ROW,,ASPH,,INS,DEVONSHIRE AVE,HRM,6/20/2024 6:05:58 PM,6/20/2024 6:05:58 PM,6/20/2024 6:00:00 PM,Traffic Management,PH,-7080044.5022,5569346.4232
bc5d3dc1-1075-462b-b25b-d84f4b740e2f,498,TRCLM1001,TRCLM1001,VERTI,RSDCRW,HRM,ROW,2023,ASPH,,INS,Starboard Drive,HRM,2/18/2022 6:03:32 PM,5/10/2024 3:31:30 PM,,,,-7088322.5962,5573602.5771
b439cef1-cf0e-483b-8514-1d888592ee56,499,TRCLM1705,TRCLM1705,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Young Ave,HRM,10/27/2023 7:39:26 PM,12/20/2024 8:59:52 PM,,,,-7077000.5654,5563549.3722
2a0e9dbe-864d-4df5-99e4-519c8844a9df,500,TRCLM853,TRCLM853,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,TERRY RD,HRM,12/6/2021 7:09:11 PM,9/18/2024 6:16:13 PM,12/6/2021 4:00:00 AM,Traffic Management,,-7087499.5126,5588687.7359
9e048daf-e1dc-49a1-b874-0ff4f6fe3c43,501,TRCLM1573,TRCLM1573,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Fader Street,HRM,6/19/2023 4:07:11 PM,12/12/2024 11:19:05 PM,,,,-7071468.2267,5572511.1537
2dea3416-b6da-4bf0-8ccb-4d20f5ebc469,502,TRCLM108,TRCLM108,HORIZ,CTRMED,HRM,ROW,2019,CONC,,INS,COLBY DR,HRM,10/7/2021 3:57:03 PM,10/7/2021 3:57:03 PM,,Traffic Management,,-7066614.6278,5568192.5198
36879bfa-815b-46b7-9829-b7bf98115c4f,504,TRCLM930,TRCLM930,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,TIMBERLANE TERR,HRM,12/16/2021 11:27:18 PM,7/6/2022 7:18:55 PM,12/16/2021 4:00:00 AM,Traffic Management,,-7105364.9889,5577801.0978
80b6d225-9d65-49f5-aa9a-30beb1a623c5,505,TRCLM806,TRCLM806,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,BELLE VISTA DR,HRM,11/22/2021 6:20:13 PM,12/13/2024 7:45:48 PM,,,,-7070694.9041,5571119.7057
6b2de8b7-bfda-4dc7-bafd-500dec7c4a69,506,TRCLM1320,TRCLM1320,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,MAYNARD ST,HRM,8/9/2022 8:48:00 PM,1/8/2025 7:17:25 PM,8/9/2022 3:00:00 AM,Traffic Management,,-7078263.2205,5566761.8891
bec3137b-4f75-43ef-bc3d-b590e77ef74e,507,TRCLM1639,TRCLM1639,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Oceanview Dr,HRM,8/30/2023 9:31:51 PM,12/31/2024 6:04:08 PM,,,,-7077676.4422,5560905.2105
1fdc91df-b846-4105-b978-e3a3d99e2471,509,TRCLM1432,TRCLM1432,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Shore Drive,HRM,2/14/2023 6:28:50 PM,12/13/2024 5:58:07 PM,,,,-7087708.3905,5577924.3697
e0fcd867-1c6e-4e1a-8084-d8a343459626,510,TRCLM1078,TRCLM1078,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Project,INS,Liverpool Street,HRM,4/12/2022 3:12:12 PM,12/14/2022 11:35:33 PM,,,,-7080595.3489,5567357.2524
eb6f8956-81a0-477a-83e6-48881bfcc656,511,TRCLM745,TRCLM745,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,QUINDORA CRES,HRM,11/22/2021 5:26:40 PM,10/26/2022 9:39:25 PM,4/13/2022 3:00:00 AM,Traffic Management,,-7066974.5594,5573097.1598
68341d0d-ad79-4aec-ab88-6585338e9e6d,512,TRCLM706,TRCLM706,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,ARCHIBALD DR,HRM,11/19/2021 10:35:57 PM,12/12/2024 9:38:34 PM,4/25/2024 6:00:00 AM,,,-7083349.4742,5591876.0073
8647f9c3-c096-47a3-91bb-d2fd9f35c35a,513,TRCLM458,TRCLM458,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OLD SACKVILLE RD,HRM,11/15/2021 11:10:45 PM,11/15/2021 11:11:19 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7088789.3723,5583335.4719
7ecb698e-8043-496b-a5e3-35b374f01b07,515,TRCLM1152,TRCLM1152,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,WILLOWDALE DR,HRM,7/15/2022 5:25:37 PM,4/3/2024 5:12:57 PM,,Traffic Management,PH,-7067050.1115,5567082.8408
0f6535ee-47fd-4d6f-8194-87fbf504903b,517,TRCLM1220,TRCLM1220,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Inglis Street,HRM,7/20/2022 5:36:46 PM,5/30/2024 4:31:39 PM,,,,-7078575.199,5563722.4049
bf562de3-cfe4-477c-9981-533c09df70ea,518,TRCLM2206,TRCLM2206,HORIZ,BMPOUT,HRM,ROW,,CONC,,INS,OAK ST,HRM,7/18/2024 11:22:48 PM,7/18/2024 11:22:48 PM,7/18/2024 11:15:00 PM,Traffic Management,PH,-7080085.5092,5566059.7256
0324a93c-f270-4dca-a350-98a204a2a895,520,TRCLM1288,TRCLM1288,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,PUNCH BOWL DR,HRM,8/2/2022 3:57:32 PM,5/10/2024 3:14:45 PM,,,,-7081930.6241,5562820.8198
13ca290d-acec-40dc-901a-0f3b7ce2fb78,521,TRCLM264,TRCLM264,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,ALFRED ST,HRM,10/27/2021 2:38:33 PM,9/29/2022 9:41:38 PM,4/14/2022 3:00:00 AM,Traffic Management,,-7078714.0508,5571441.2136
09b8fbf1-5ba0-4c52-ae2c-c78b347d7045,522,TRCLM301,TRCLM301,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,YORKSHIRE AVE,HRM,10/27/2021 2:38:33 PM,9/29/2022 9:42:09 PM,4/14/2022 3:00:00 AM,Traffic Management,,-7078850.5441,5571371.4792
3713f54b-3614-4513-ae8e-0ede8beecace,523,TRCLM646,TRCLM646,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,HOLLAND RD,HRM,11/19/2021 8:42:50 PM,9/29/2022 8:58:37 PM,4/14/2022 3:00:00 AM,Traffic Management,,-7079998.9605,5597462.9733
1c90e01f-5bd0-4d50-b306-1b2e6863d004,524,TRCLM1565,TRCLM1565,VERTI,SPDHMP,HRM,ROW,2024,ASPH,,INS,Green Village Lane,HRM,6/19/2023 2:27:35 PM,12/12/2024 11:26:33 PM,,,,-7073037.0949,5569422.7632
8ea543ac-3b70-44ed-ac4b-ff4b663341c4,525,TRCLM1145,TRCLM1145,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Charles Road,HRM,7/14/2022 9:21:27 PM,12/12/2024 10:46:50 PM,,Traffic Management,PH,-7096554.2749,5568450.4241
d4f1c25f-7efd-4361-a1f2-640aa4d42a24,527,TRCLM1327,TRCLM1327,VERTI,SPDTBL,HRM,ROW,2022,ASPH,AT Bikeway Project,INS,FULLER TERR,HRM,8/9/2022 9:17:11 PM,12/14/2022 11:33:18 PM,8/9/2022 3:00:00 AM,Traffic Management,,-7079389.7615,5567852.8102
0d520f03-d48c-49a6-8505-09bdcdede310,529,TRCLM326,TRCLM326,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,BROADHOLME LN,HRM,10/27/2021 2:38:33 PM,5/27/2024 3:54:48 PM,,,,-7087763.125,5571615.3259
d761b6c3-2ce6-4cf4-b3e5-b87a637ea888,530,TRCLM402,TRCLM402,HORIZ,BMPOUT,HRM,ROW,2021,CONC,,INS,MAPLE ST,HRM,11/15/2021 7:39:55 PM,11/15/2021 7:40:43 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7076302.4011,5570078.997
5fb57c81-a618-4177-b065-53170fa09ea8,531,TRCLM880,TRCLM880,VERTI,SPDTBL,HRM,ROW,2023,ASPH,,INS,LOCKVIEW RD,HRM,12/8/2021 11:18:00 PM,5/9/2024 10:32:46 PM,,,,-7081686.9274,5592859.0307
e8527756-abba-49f4-a861-9e95e21a656c,533,TRCLM155,TRCLM155,VERTI,SPDHMP,HRM,ROW,2019,ASPH,,INS,KINGSWOOD DR,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:26 PM,,Traffic Management,,-7096126.3262,5576434.9631
6c32f1f4-16ad-4fd6-befa-c7b9f03f6e26,534,TRCLM395,TRCLM395,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,BRADORIAN DR,HRM,11/15/2021 7:01:23 PM,11/15/2021 7:02:57 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7067076.6881,5572530.1432
61032877-c720-465e-b5a6-7977a0e76d32,535,TRCLM1489,TRCLM1489,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Rosedale Ave,HRM,5/15/2023 9:48:37 PM,12/20/2024 8:46:40 PM,,,,-7083906.6046,5567198.3347
747e6dbb-0b04-42d1-a91a-372dd4a22df1,536,TRCLM427,TRCLM427,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,ROBERT ST,HRM,11/15/2021 9:05:02 PM,11/15/2021 9:05:35 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7079746.7458,5594269.5027
681feeb6-27de-41ff-87db-a2773de09661,538,TRCLM740,TRCLM740,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AUBURN DRA,HRM,11/22/2021 5:20:14 PM,10/26/2022 9:39:25 PM,4/13/2022 3:00:00 AM,Traffic Management,,-7067010.632,5572887.8536
47f01969-7158-4160-8cab-9ff169210dfe,539,TRCLM1035,TRCLM1035,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,Slayter Street,HRM,3/17/2022 5:42:20 PM,11/30/2022 10:23:04 PM,,,,-7077137.1232,5570561.109
ce02c7a1-6026-476f-b759-9da330969c13,541,TRCLM802,TRCLM802,HORIZ,BMPOUT,HRM,ROW,2024,CONC,,INS,SPRING AVE,HRM,11/22/2021 6:17:03 PM,12/18/2024 6:13:56 PM,,,,-7070823.8915,5571059.9893
e65d763f-56eb-41d1-92a6-eeb291823f7c,542,TRCLM1709,TRCLM1709,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Oak St,HRM,11/14/2023 5:39:24 PM,5/29/2024 3:51:27 PM,,,,-7080537.0063,5565897.6571
9bf93a89-eab2-4701-8eda-0e09ca80b280,543,TRCLM99,TRCLM99,HORIZ,BMPOUT,HRM,ROW,2018,CONC,,INS,VERNON ST,HRM,10/7/2021 3:57:03 PM,8/21/2024 8:13:27 PM,,Traffic Management,,-7078960.08,5565439.4272
fbbe2cba-d45b-48f4-9d24-ebfbd029c395,544,TRCLM1497,TRCLM1497,VERTI,SPDTBL,HRM,ROW,2024,ASPH,,INS,Preston St,HRM,5/19/2023 5:19:10 PM,9/24/2024 3:36:15 PM,,,,-7079424.5074,5565142.3829
1200784b-e1b8-4fe5-a92a-9c8efba063b1,545,TRCLM191,TRCLM191,VERTI,SPDHMP,HRM,ROW,2020,ASPH,,INS,WINLEY DR,HRM,10/7/2021 3:57:03 PM,10/7/2021 4:01:26 PM,,Traffic Management,,-7082924.7212,5587956.4335
8b28a76f-e88a-4745-a3eb-5f0e6518903b,546,TRCLM448,TRCLM448,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,LAKEVIEW AVE,HRM,11/15/2021 10:24:05 PM,11/15/2021 10:24:41 PM,11/15/2021 4:00:00 AM,Traffic Management,,-7096169.7487,5591578.8371
f8e12e39-6436-41b3-b7a1-c9da4bb1696c,547,TRCLM905,TRCLM905,VERTI,SPDTBL,HRM,ROW,2021,ASPH,,INS,OSBORNE ST,HRM,12/15/2021 6:43:41 PM,12/15/2021 6:44:07 PM,12/15/2021 4:00:00 AM,Traffic Management,,-7083333.5635,5563699.6187
5267b4aa-a96b-46c1-8d0f-74b20e4e925d,548,TRCLM760,TRCLM760,VERTI,SPDHMP,HRM,ROW,2022,ASPH,,INS,STATES LANE,HRM,11/22/2021 5:42:18 PM,10/26/2022 9:44:07 PM,6/3/2022 3:00:00 AM,Traffic Management,,-7089018.0011,5563887.5813
76085b7d-10bb-4c24-a359-53af9f7ab860,550,TRCLM718,TRCLM718,VERTI,SPDTBL,HRM,ROW,2022,ASPH,,INS,AUBURN DR,HRM,11/19/2021 11:26:17 PM,10/26/2022 9:38:34 PM,4/13/2022 3:00:00 AM,Traffic Management,,-7067482.4271,5572290.8946
