GLOBALID,OBJECTID,JUNCTION_ID,JUNCTION_TYPE,Segmentation Reason,Municipal Code,x,y
6602e9fb-f3b9-4606-be32-4ac27c873c79,113,1001422,2,,HRM,-7044684.7309,5580703.2899
bf9eb3a3-2947-45fa-9bab-240d48294f55,114,41373,6,,HRM,-7074298.5445,5571583.9746
6459dc46-fb3e-4766-8938-4ad33d4957bd,115,8795,1,,HRM,-7068310.8398,5560767.107
60432f6a-4b52-49b1-8c19-19d16f1e6841,116,63078,1,,HRM,-7087979.8814,5592264.0705
2a4c6026-1775-43a1-828a-6b474e51840c,117,9306,2,,HRM,-7065082.8619,5559716.043
503208e9-9b85-4d2a-95b7-159b6685cdb5,118,1918,1,,HRM,-7092003.9072,5587321.2134
b981c68c-f327-4679-b298-4438ebd82113,119,9446,2,,HRM,-7061377.8793,5619833.531
3db444ae-0917-4038-ad62-d2ef7330bf09,120,1000291,1,,HRM,-7095226.9589,5543166.1465
3ea4b6d3-36c1-42bc-9882-948cce47786e,121,1668,1,,HRM,-7094648.1847,5540433.4403
58140229-74d3-4bb4-be10-ae413afd2f66,122,48680,0,GSA,HRM,-6977945.6176,5595095.2276
f4cd3a5f-470d-4b7e-be1c-be96405ebdfe,123,6207,6,,HRM,-7078637.7523,5565576.3256
2a67ad70-f6e4-4e52-a06f-74a486a7eab7,124,41984,5,,HRM,-7077462.6509,5574552.9216
d8985e76-f13b-4de2-865f-e3b1b56c313f,125,43951,1,,HRM,-7081315.4751,5565926.3058
05c60d0a-0e8c-419e-a279-b500e643db36,126,5372,2,,HRM,-7080436.8319,5591211.6324
708400de-83f2-4c8d-83cd-10d63ff87974,127,1774,2,,HRM,-7093017.4366,5593891.4807
2ff9e82a-e4d0-4e75-b7c1-4fddf646523b,128,131,1,,HRM,-7120248.8042,5569738.3025
43419f27-aeb6-4fe1-bfab-edfb3147b91c,129,8900,1,,HRM,-7067424.4567,5569285.547
f8420888-174a-4765-bb25-bace9fc534e5,130,1000268,1,,HRM,-7097078.1783,5588520.7061
9019b5ad-986b-4853-96bc-82280e421721,131,1000057,1,,HRM,-7081769.1798,5541231.6193
6164592a-7f46-48e9-a5fa-7ec37dc83694,132,56684,2,,HRM,-7078743.0862,5568433.9904
bcdf4866-15eb-46f0-a095-c2d5325d1b94,133,46159,1,,HRM,-6972235.5328,5592297.6506
a6f1bcde-d698-4c60-9522-94e55c9a951f,134,2117,1,,HRM,-7090927.0146,5587235.4389
1f490cb7-0077-4401-997d-ec527ee39714,135,3522,1,,HRM,-7085738.1754,5578291.614
f9c05d31-a91a-4199-bdf4-cef848ef9a37,136,30,2,,HRM,-7130226.0678,5563791.9173
0213ac91-ed1c-462a-80c5-94892ff56904,137,43579,1,,HRM,-7077289.2965,5565944.0673
ea19fcec-a9b8-4e1a-bec9-c1eb41812b80,138,4866,1,,HRM,-7081428.5425,5592891.6557
42bc2919-08a2-42a7-889e-51deadd21f28,139,7558,2,,HRM,-7074281.7819,5555711.3466
967b4c56-1539-4e0f-8203-9f9a8ef6d41d,140,6492,2,,HRM,-7077868.8253,5566938.2677
d251982b-f2f7-40a5-aae6-53046ca06f99,141,37476,1,,HRM,-7085991.5232,5566239.7684
4aca1fbf-e7b1-49c1-8c50-5052f6c22503,142,36844,2,,HRM,-7086428.3358,5567973.893
cbe391ec-21ba-49b5-8fa6-33edadca0570,143,76667,5,,HRM,-7047964.3489,5580982.7625
2ec476ba-3850-48d6-8ca0-b996f83cdc9f,144,3519,1,,HRM,-7085869.3614,5568711.2765
36df142d-19bc-433d-8499-9a1afb213b0a,145,4504,1,,HRM,-7082652.6146,5559637.04
78b5841c-972f-4280-9de3-d11de4cec7b5,146,6104,1,,HRM,-7078897.2382,5566998.3248
5da9f79e-113f-4d43-929c-5a8e9296b325,147,38119,1,,HRM,-7099900.393,5583316.8082
8474d0a7-1270-43e7-bddc-329045dbcd70,148,43922,1,,HRM,-7078435.2167,5566100.2357
ca70f0a3-8ec3-47c8-a429-c7c7f59e57b7,149,1000498,2,,HRM,-7055133.4376,5572281.3497
6276ea76-4ae5-44e5-b7f6-c94cd7b6c7e3,150,4325,1,,HRM,-7083197.2343,5558999.9511
a3212838-0529-40f9-a69f-36fde231f4ef,151,3538,1,,HRM,-7085672.6937,5578111.195
604aa731-02fc-40dc-9def-37b98bb408c5,152,802,1,,HRM,-7105382.6663,5575975.2707
eb4effc5-4bff-4a9c-a1be-0eeea7d2628f,153,76854,1,,HRM,-7093155.6556,5589120.4214
f2cb24a8-b8c7-4f49-afbf-f75a54eeb3b2,155,2221,2,,HRM,-7090336.3539,5575932.9743
18dde18d-affa-4ec5-8fe1-2c7d107d0e7d,156,1561,1,,HRM,-7095399.0371,5566741.0286
9f284114-5308-4c4c-a0fb-655645455f53,157,2675,1,,HRM,-7088690.1604,5586290.3189
6cbaed10-9008-4a45-9d10-cbde9b68c09f,158,4563,2,,HRM,-7082045.5204,5601023.4016
8ca34495-0d35-4bf2-84bc-0a1c3b6d104f,159,4649,1,,HRM,-7082220.9683,5561102.1824
ea87e8be-4a0b-4e0e-9fb4-67238d248be7,160,6533,1,,HRM,-7077698.0315,5570243.1109
98c8b589-fbdd-41b1-8205-9395e133e624,161,885,2,,HRM,-7104607.9428,5545833.909
23b6b48a-0ec3-4103-8023-92544bfce7e9,162,36201,1,,HRM,-7110473.9103,5577809.3599
a0e79221-8442-4859-9467-a8092dce784e,163,57634,1,,HRM,-7079712.1712,5568492.8235
1c990638-b316-440c-a07d-c02849296e4d,164,1000031,7,,HRM,-7069073.3672,5571909.1972
ce5e2b87-7fc4-4d84-a713-6a3d74402d31,165,1000918,2,,HRM,-7121110.1267,5566971.0685
93f0b3cf-281f-4294-a9f4-eeab1b227b0f,166,55714,2,,HRM,-7056322.573,5577365.0378
083a1ffc-1111-45e9-a163-aa1aec845280,167,1277,2,,HRM,-7098280.2868,5535802.9122
33078952-8065-4567-8357-5f3b659e323c,168,40038,1,,HRM,-7080011.501,5568773.7647
2fe2f35a-c7b1-45a3-b97a-d71fcdf93edd,169,6350,1,,HRM,-7078278.8583,5567501.117
176940c2-e004-4f71-b53b-902cd408f09e,170,1000631,1,,HRM,-7086130.6701,5566332.3694
9bec3d34-39ec-44ec-8be3-a8fe61528a80,171,6045,2,,HRM,-7079027.5601,5571145.8727
cab36af7-0fbc-4988-8f46-525daf9bc2d9,172,1000802,5,,HRM,-7092075.1335,5575837.2125
0ae86226-44d4-4ab7-a43e-3bf163b6a7d8,173,4102,1,,HRM,-7083829.8176,5558242.7928
519324cc-5bfc-43fb-ae77-8d2725dbfd7d,174,3412,1,,HRM,-7086115.1534,5581095.6772
4f4d5f28-d1cb-4878-9f6d-f24bba9c210b,175,2507,1,,HRM,-7089226.1287,5578729.2893
9988aa6d-6cbf-40a5-a0d3-832d39dd399b,176,836,1,,HRM,-7104924.6934,5577119.1295
a499fb19-e6d4-4226-b985-372bb23686fd,177,4686,6,,HRM,-7082101.1159,5566213.3321
00644b2c-1d67-4aa9-8f6e-38268a710f5c,178,3735,2,,HRM,-7085179.6713,5547386.4762
2da86768-dc69-481d-9875-16995cbf9c01,179,2397,1,,HRM,-7089369.6104,5598799.8068
9c383c32-dd66-4f9b-afee-b75a7fc552a3,180,9533,2,,HRM,-7059917.2574,5561737.3062
99c3c760-5d93-4323-9752-d5b55bd10f09,181,10636,1,,HRM,-7014139.2026,5586747.2727
78796ba4-add9-49fc-8f78-da312b7ab51c,182,1000169,2,,HRM,-7091827.1544,5585274.2471
b5c3bd25-6fda-42c0-bc33-aedc9c4ea07c,183,1000563,5,,HRM,-7081148.5709,5575090.0205
1f527dc2-1e47-4d11-aae9-30c50891cffe,184,10270,2,,HRM,-7039080.5235,5584191.0222
e6570149-e817-4e84-89ab-1370f8d8a735,185,2125,2,,HRM,-7090886.3103,5586148.8316
50e29dff-dfd6-4f54-8110-a829ab191d7c,186,4713,7,,HRM,-7082028.4324,5567883.8358
072ca9aa-e616-4352-9446-83937586f0a1,187,67558,2,,HRM,-7078322.6763,5546371.4926
4edc3c91-dbe6-4f08-a45b-ce041f348cbb,188,77469,1,,HRM,-7068409.4385,5573731.1597
5ca07f45-078d-4f8b-8c06-2cbe2212ae73,189,1000807,2,,HRM,-7093901.1113,5575449.3811
a3ac8cf4-9aac-4231-879f-6dfa40a29ad1,190,4401,1,,HRM,-7082899.5438,5565618.4867
dfccc0d1-afd7-4def-90e9-fdd2d1ab605e,191,1681,1,,HRM,-7094500.2753,5540173.8489
20532b85-fa0e-43c0-bb21-8f699a5361af,192,8840,6,,HRM,-7067844.9398,5572364.9011
82c2a3d4-5006-4876-b14e-3c8f06d0d9cf,193,2232,2,,HRM,-7090142.9067,5588635.1746
5d7a3932-c19b-4710-a648-d6ad6f96b9b0,194,1000471,10,,HRM,-7088320.1349,5574731.5603
cebace34-e7de-437f-aca8-c79775fbb246,195,793,1,,HRM,-7105695.2084,5570416.1014
917185eb-feb8-4dd8-b4df-97317adb4a8a,196,65316,2,,HRM,-7074777.2683,5547949.2606
b3732c43-9477-4e8c-8f5b-537ab21f3986,197,5124,1,,HRM,-7081097.5871,5567994.1468
a5588a71-5472-4892-b59e-d4a278199642,198,3996,2,,HRM,-7084208.5524,5556011.7328
9849287f-8085-4e6b-93b7-5b1d729d5a8f,199,8228,1,,HRM,-7071997.3264,5571411.3514
81348364-7a0e-4221-9458-0680f24a1bb5,200,76802,5,,HRM,-7083647.6023,5575666.4496
f796c341-66cb-4aee-9df0-11df87d5a291,202,1538,1,,HRM,-7095517.25,5567455.1224
4f5ab84b-df2c-4251-88f4-03202abdb847,203,448,2,,HRM,-7113681.604,5569006.915
777406c3-6218-4341-9c69-adb35333f8b7,204,1000087,1,,HRM,-7066453.8403,5561170.3684
6d19da11-9e78-4468-943e-25a0b5efbd28,205,8043,1,,HRM,-7072761.5981,5570892.9185
219dcb8f-b214-473a-b962-3bd7943e7efe,206,77294,5,,HRM,-7086888.5382,5566261.8101
93401430-9a2f-4014-bfb1-924674a69cdf,207,3220,1,,HRM,-7087006.3672,5569050.6327
e127295a-b7ed-4dc0-95f3-e466076eae25,208,47139,1,,HRM,-7090829.4975,5585343.7438
87cdf05d-f6b2-42b8-a2c5-4fb609d7905b,209,2438,1,,HRM,-7089469.3532,5576433.0911
61be9c51-a15f-4395-ace1-2638b9742c35,210,5309,1,,HRM,-7080733.5874,5567372.9174
a3f9b668-7697-4849-8b1b-7f5b736e70d2,211,5603,1,,HRM,-7079897.2969,5591860.7481
71b39601-78fc-4d4a-89ce-7ff3308642a0,212,1000170,1,,HRM,-7075706.9713,5575958.3399
1b1a1029-8ba0-4046-aa61-bbfc9e3f8e19,213,1000378,2,,HRM,-7079016.346,5568418.4537
ac56e1a8-94c0-4699-8d95-2a53a319d506,214,8377,2,,HRM,-7071240.6085,5543291.2628
c68a69bb-451a-4e3c-b2b9-56f831b8acc7,215,11086,1,,HRM,-6952749.4476,5596128.7223
785a1650-9b2a-4425-b7ee-f3fa0de753d6,216,8607,2,,HRM,-7069381.6781,5572571.2633
fb6747e0-c45f-49eb-9b7b-5c9b275e290c,217,7600,1,,HRM,-7073969.3547,5570868.9703
94766da7-76c1-4705-9a48-e845334bdd94,218,43309,1,,HRM,-7080222.4364,5572412.651
0ffa6ca2-dbe6-465f-8c81-483be3ec9685,219,6120,1,,HRM,-7078872.2671,5565490.3037
d5a88cd7-672f-4ed4-a9f2-120d85c89ce2,220,1000409,0,OWN,HRM,-7080161.9894,5557757.7501
97fc8cdb-5b4b-4ea9-bd03-bc831312c665,221,1451,2,,HRM,-7096044.9031,5589548.2478
b6a66f96-2106-43c5-b68e-a6f742b6d013,222,7210,6,,HRM,-7075461.6494,5569461.8707
9fb48fde-42c3-45bc-b776-a4bccb807f70,223,1000269,2,,HRM,-7096369.4206,5587814.6533
c981a958-5f47-493e-a1f6-2a23efaaece1,224,8957,2,,HRM,-7067160.3903,5567008.7943
31c7d65d-37e0-4511-a28a-d83a6e512a39,226,10683,4,,HRM,-7008038.948,5649043.9204
a0365ec1-134d-40ab-9224-d1e80985bceb,227,3179,1,,HRM,-7086980.1399,5584851.5364
670868a6-6b0f-4d84-8637-62862b7acf64,228,45172,1,,HRM,-7084528.1034,5564396.446
a739fbfc-3559-4226-96db-00c39a6b4aeb,229,7827,1,,HRM,-7072933.2767,5609698.7294
33db8398-b42e-4eab-a989-9f1e39ee65b0,230,2950,1,,HRM,-7087816.0722,5578825.0395
0a912364-c775-4922-bff3-2da1842ded30,231,10882,0,GSA,HRM,-6984225.5003,5623440.0325
148eb4a3-c616-40fb-af2a-e5459f262311,232,1404,1,,HRM,-7096658.2179,5590977.9184
e94fffdc-10ce-4373-ba48-4482502cb1a5,233,77146,2,,HRM,-7084556.5848,5593438.4582
48ae02f2-7fcf-40df-a913-cbcbe727bfe0,235,52833,1,,HRM,-7090424.6725,5597666.7933
a819c1d3-8f78-4732-9888-60fe477ece6f,236,1000175,1,,HRM,-7075709.7751,5576029.4612
a7a955e3-eb3a-4f62-94d4-648d0976b25c,237,7163,1,,HRM,-7075674.4994,5574015.6266
f9eedd00-351b-4e6a-8d47-7cba52f5a697,238,3948,1,,HRM,-7083940.3628,5595144.4924
92988020-2fab-4106-bc28-48245cdbfe20,239,77462,1,,HRM,-7071073.9561,5603177.571
69191e18-a969-4fd1-ae8b-58480926b635,240,5593,2,,HRM,-7079970.1623,5587378.5513
689512e2-7590-48ec-ab12-631b41469579,241,1268,1,,HRM,-7098343.2546,5547754.798
fbfb1a40-7637-482d-8d82-1fb9eac42c0a,242,1000836,1,,HRM,-7045382.1704,5577906.3756
f1dc4c74-4bb1-438c-8b1f-975219f182c4,243,3056,2,,HRM,-7087451.4002,5579003.7912
382b0819-0e40-4bc5-91ee-fa87b3d797a7,244,9738,1,,HRM,-7054992.8032,5616093.9368
359a2084-b641-49f1-8d30-085b4cec58d4,245,2709,2,,HRM,-7088527.2381,5587570.6702
267a4c2f-5a6d-47ef-b8e4-d20482923fdc,246,8942,1,,HRM,-7067150.064,5572654.9059
e1428712-7ebf-45a0-b607-16e5de0677f2,247,4329,1,,HRM,-7083099.8568,5566915.3076
1f7851e5-5c3b-4de4-8633-15611625c240,248,32039,1,,HRM,-7075371.3277,5559203.3653
936663ac-fdac-47c6-b533-876aec60cc53,249,8234,1,,HRM,-7071984.242,5570701.1228
de5767fb-48ee-4a45-a803-9397e8fef564,250,1000102,2,,HRM,-7056586.3798,5575702.3707
697e6ede-53e3-4ff0-b206-d8d8cfd9256e,251,1000596,1,,HRM,-7046945.3056,5583244.2904
96aeffc0-68bf-492f-9e38-73358646d907,252,10420,4,,HRM,-7030468.9364,5637567.7157
843cafcf-9b86-4548-b6f9-96ebb155dd1f,253,8550,2,,HRM,-7069786.0991,5570794.7605
00089b15-7136-4418-ad0a-9156a854dce0,254,9620,2,,HRM,-7057434.2373,5580045.8771
25309055-132e-4b86-a05a-958fe0424974,255,99,1,,HRM,-7123729.8963,5567229.4935
8ec3668e-d64e-4c9e-89c2-babc993e6ef3,256,2064,2,,HRM,-7091333.4704,5565059.0106
b484722f-b8ba-4557-b2a4-e3610c0721ed,257,1000400,2,,HRM,-7104948.0253,5576911.4919
00b6c2ff-673c-4a29-a91d-68c8742a87ca,258,4260,6,,HRM,-7083277.5611,5567159.1537
199a5509-1e77-404b-96b5-09e1d827c7d5,259,7243,1,,HRM,-7075312.0218,5570189.6338
65d999d4-229e-4bca-81e7-536c74d997ce,260,1145,2,,HRM,-7100290.8004,5580831.6317
94f08453-72e2-466e-8612-442edfd75f35,261,8413,1,,HRM,-7070721.398,5569428.7143
d909d797-4b87-459f-8f4b-6347fccac5d0,262,9831,1,,HRM,-7050685.2783,5584309.2998
baa9719e-7e0d-447e-8b43-5fe406aa8c07,263,10646,1,,HRM,-7013983.6773,5577782.3858
