GLOBALID,OBJECTID,JUNCTION_ID,JUNCTION_TYPE,Segmentation Reason,Municipal Code,x,y
0ee91932-dafa-4be4-96c8-a3204334ff8f,1055,41954,1,,HRM,-7075444.3363,5575704.8636
839e3e59-2c5c-46df-84de-1146393c1597,1056,77484,1,,HRM,-7086688.0519,5570339.0104
8794d7cb-c0b2-40df-ab69-e1f6ab6e9cd7,1057,77119,1,,HRM,-7080479.9082,5560297.3275
e41476d8-75d8-4de9-afc4-b32c95800b70,1058,7805,1,,HRM,-7073471.2042,5571180.8494
d20aacc7-2c9b-44de-a87a-2e362b3e30af,1059,16,2,,HRM,-7131250.6471,5564551.9509
8426c9d7-9951-48a5-ba59-2a71615ff014,1060,7284,1,,HRM,-7075302.3174,5554270.1614
2d0d7ad7-7e45-45b5-bc78-59623d333da5,1061,8752,1,,HRM,-7068460.7715,5568989.8513
30cb10cc-8099-4e55-ae1a-d7ade90e3d31,1062,999914,1,,HRM,-7078677.7837,5571966.1986
1fd8ffaa-a2b6-4c8f-a99c-45441c57841d,1063,6762,1,,HRM,-7077176.9308,5565355.097
9d921d35-70bb-4340-aa1b-daeada33acb7,1064,10914,2,,HRM,-6977998.7781,5589712.1011
93c36f6a-e68a-4195-afc2-a621c18698c7,1065,3149,1,,HRM,-7087126.6091,5578939.5509
f6f1bb4b-fe7c-4b89-964e-89a35a8a88d8,1066,66275,4,,HRM,-6984066.3863,5663439.548
28d27d0a-ecd5-48a1-bd29-9fec72a33cb4,1068,6823,6,,HRM,-7077003.517,5566512.2191
8f5acbab-d632-439b-81be-fc2d23bdf16f,1069,2801,1,,HRM,-7088245.3397,5583825.0223
9ed76ab8-3253-4863-b483-acfec1e8404b,1070,8664,1,,HRM,-7068987.0149,5571545.1063
376b5283-b233-48e2-afc9-f73db492b312,1071,10139,1,,HRM,-7042904.3204,5578544.921
8e80c641-a861-43cb-8f88-18c3d59c03b8,1072,653,2,,HRM,-7108326.0582,5571696.0197
0c117acc-88ad-4f25-8ebc-5c7f14b0ca9e,1073,5605,1,,HRM,-7080466.9919,5539805.8464
3fe5d35c-c3d4-4575-a59c-d752c1d6951a,1074,5291,6,,HRM,-7080779.9842,5566167.566
6a66e4ce-6041-44c4-9b31-c4989cdf1db2,1075,5490,1,,HRM,-7080376.9213,5568847.6005
0f24d657-741a-47c6-8cb2-78390241c2cb,1076,11224,1,,HRM,-6920232.2214,5615364.8462
2f80f60f-1fcd-45cc-892e-9c4fc580390d,1077,5524,2,,HRM,-7080100.5274,5587945.044
9e71ee46-58a0-4347-a9f9-3637ecf46053,1079,6968,1,,HRM,-7076523.3574,5565591.4376
bc099b69-00cd-4890-83d8-a09fe4f02c3b,1080,77280,1,,HRM,-7045218.7241,5582936.0785
8e53adcd-a3a2-47b9-a399-2ef3f2c4c299,1081,77394,1,,HRM,-7078182.8227,5566538.9266
455cb60c-bb24-46e0-b348-6a75c8d132f8,1083,8311,1,,HRM,-7071295.6836,5570125.8782
cb08665a-d182-451d-90cd-361e172b3f64,1084,7931,1,,HRM,-7073163.7451,5565942.519
4a7f2229-72e7-4df3-acbf-c9938e061524,1085,1001545,1,,HRM,-7041971.5074,5574944.2454
49e20bda-6bab-4df3-b95a-0e4f1dbecec7,1086,1974,1,,HRM,-7091755.5398,5553408.004
d415344b-799b-44be-aa46-9d2b8f85be1b,1087,10681,1,,HRM,-7009469.2647,5586136.4722
4204fd9f-7aae-404d-87aa-23da244227f3,1088,8986,2,,HRM,-7066926.4277,5573700.6032
c2158122-6668-4ea8-ab7d-72d17638a1b7,1089,5371,1,,HRM,-7080581.1648,5570121.8628
e95dd1ea-82b5-41c7-91cc-a8b919e01eae,1090,1000576,1,,HRM,-7086419.1865,5564954.7192
f930c468-6e6c-4861-8dab-ffe308f64869,1091,5180,1,,HRM,-7081038.9935,5561703.409
f8bd9715-cd88-4f66-853a-3a4dec69e41a,1093,4370,1,,HRM,-7082625.8905,5599817.7963
706309d2-1511-4689-9257-27eb67996991,1094,1636,2,,HRM,-7094898.6504,5552960.496
01abf048-73c7-49d3-8b9b-44efe0eb3f20,1095,1000402,1,,HRM,-7075072.4737,5572047.732
6712bf91-d396-40c6-8b53-1379a573c240,1096,3678,1,,HRM,-7085056.2681,5579952.0283
758b2fba-026e-4891-8a96-f4d800b13edf,1097,1833,1,,HRM,-7092532.9791,5593432.619
66c1e3b7-f828-40a8-a906-890b1248060d,1098,4791,1,,HRM,-7081841.9901,5569701.9614
e3f217f3-51db-4853-9057-b55e410ac083,1099,77014,1,,HRM,-7099225.9062,5570551.25
36b7b2b3-de4f-4247-89a4-98be3bab68fa,1100,10028,1,,HRM,-7046281.6084,5567236.1697
67e886b4-e9c2-4ed4-b6c0-cea9baa62c47,1101,10705,2,,HRM,-7007932.9819,5587447.8943
b270fc9a-0edb-47b9-9103-836f52d15413,1102,324,2,,HRM,-7115681.289,5553065.654
18b4ec46-2f2d-43df-812c-ab84d9fc25dc,1103,5482,1,,HRM,-7080391.4692,5569389.2356
46a0fa36-e5cc-4d09-a03b-378c66e1fd5f,1104,4755,1,,HRM,-7081651.1199,5593002.8361
71dae3c8-426d-4faa-b682-aa3e00786db9,1105,1000132,5,,HRM,-7120919.8464,5570243.442
6e562b04-9687-4b7c-9301-f889500c32df,1106,4518,1,,HRM,-7082615.4667,5560314.1613
38ef35ee-fa25-406d-9682-ab28bfef249b,1107,10312,1,,HRM,-7036906.2165,5620203.8679
f53a049d-17ce-4ca6-8959-093d24f4f06e,1108,312,1,,HRM,-7115760.3426,5570925.9668
c1db62e8-49a3-46bd-98d0-3c57c7299fbf,1109,4824,2,,HRM,-7081517.7417,5592060.7384
5bd38e29-c428-4b42-9415-3996fb335a96,1110,63713,1,,HRM,-7082072.8099,5565252.5061
7a48203d-a232-4fae-8f4c-8d1f3c8b1efb,1111,76640,2,,HRM,-7094171.9706,5587081.3111
f1658672-0b95-4094-a53d-bada664bb493,1112,6208,1,,HRM,-7078545.0496,5567944.2985
765da09c-586c-4582-8ff3-c94dcc9d2b70,1113,1021,1,,HRM,-7102245.0588,5542213.7173
d057154f-73a5-4655-93ac-6ac0ab1bcbcc,1115,1001475,2,,HRM,-7088661.1432,5564756.9674
2e7c604a-0642-49a3-821f-03087d564b2e,1116,7766,6,,HRM,-7073597.0778,5569579.0489
f48b764f-3824-457b-b15b-4b4723c620e7,1117,1847,1,,HRM,-7092441.5197,5592621.3967
b74af3df-95fc-42ec-b98e-fbd4fe80eb0a,1118,50322,2,,HRM,-7033711.5221,5575286.6842
dafc6b0e-3134-40f1-aee9-5b5b28ce0682,1119,6140,2,,HRM,-7078769.1884,5569919.05
e46cbff2-4e24-4ec5-afba-9cdbd965ee42,1120,2957,1,,HRM,-7087688.2766,5588548.3724
0321f21c-a34d-42f5-8b5f-bad40fb39a72,1121,36198,2,,HRM,-7110005.7161,5578526.6771
d5af50ed-2e5f-49c4-9849-3d5d444e0b7f,1122,8539,1,,HRM,-7069844.1314,5569381.9755
dcb3689f-4b47-44a9-bd5b-d9416682473a,1123,930,1,,HRM,-7103690.0788,5569959.4076
fb76fd7e-a81a-4b97-bf7e-eabf2806405d,1124,73021,5,,HRM,-7070653.1216,5569295.2198
83d982ab-b5f1-496e-854b-1f87274b2a0f,1125,309,2,,HRM,-7115789.2004,5569930.9537
777ec203-cf91-40ae-9657-b29602e2ad28,1126,5847,1,,HRM,-7079176.1475,5603355.4317
cf8cc6fc-ddbf-4724-ac9e-adabaf69e07f,1127,4048,2,,HRM,-7083676.6037,5590614.1063
7aff1fe7-77a8-4de6-85be-7d67706bacb1,1128,6997,6,,HRM,-7076375.5735,5568825.0711
ff35ab82-a8c8-4252-8ebf-1c57ba6cedcf,1129,8552,1,,HRM,-7069692.6831,5576241.0497
a1748614-8c27-4204-8f2f-a021f02e40d7,1130,11033,1,,HRM,-6959323.3578,5609388.8253
239865bc-0cc8-4e32-98ce-34814d39cfe3,1131,1971,2,,HRM,-7091818.419,5565681.7689
c4f811fb-aaea-457d-80b6-ee1b662a1aea,1132,10337,1,,HRM,-7036406.2036,5585635.8318
2c85405a-c04c-4e6c-8d9f-84a1b698434f,1133,7056,1,,HRM,-7076052.324,5573188.7775
fa124a85-557f-4bd1-9143-152f1d549b3e,1134,77233,2,,HRM,-7080269.9419,5575499.8653
545e6912-4baf-4dde-b518-bfe9cc3e15fc,1135,8996,1,,HRM,-7066945.9847,5568515.3909
c8329028-2e3b-491a-a948-208496b14127,1136,781,1,,HRM,-7105780.68,5577146.6973
8000e19a-ca9c-4259-b7b1-e9b534808978,1137,77430,1,,HRM,-7092548.5809,5584740.2972
a1879fb0-1346-40d0-8cb5-bc233b395978,1138,9274,2,,HRM,-7065212.2912,5571242.4181
a9121497-2de6-4f18-a2db-43214f3161de,1139,8581,1,,HRM,-7069642.2205,5569591.2734
05464dfd-0e41-4d14-aa7f-38045cb4a3c3,1140,9348,2,,HRM,-7063710.502,5620150.0342
4c790671-0ed8-4ec5-ab92-a557e8bc6796,1141,6828,6,,HRM,-7077008.5362,5564886.7002
756241ef-eb4c-473b-ad58-cbc170ba89b0,1142,10444,1,,HRM,-7029816.9343,5628514.5413
d59e1315-0790-427b-91a2-51eea711261d,1143,1528,0,NAME,HRM,-7095485.4193,5578063.4816
e85b1d53-3ac8-4ba5-b920-99544416fb11,1144,3914,1,,HRM,-7084097.7077,5590970.2516
1b8052c0-f522-46ae-8ed3-3cbc519ba368,1145,9563,1,,HRM,-7058782.9056,5573015.3284
363faf05-6bf7-43ae-95ed-9f4add96c155,1146,5710,2,,HRM,-7079416.8697,5613249.6858
ce9e194f-efab-4ec4-be09-1785f830da1b,1147,10779,2,,HRM,-7002807.391,5579956.1837
9d878dfb-90cc-4b67-b026-bc213836ed1d,1148,10336,1,,HRM,-7036458.0759,5585296.8771
6b4ab424-791a-4e48-8450-6c45c2084155,1149,1001820,1,,HRM,-7093016.5311,5577411.8516
c5ded4dd-bdba-46fa-b3e0-e4ec6f4dd2c6,1150,1121,1,,HRM,-7100805.2401,5546655.2328
eb990c86-bd21-4a26-be9b-ebabfd3bf3a6,1151,54113,5,,HRM,-7081702.0015,5588659.4527
e6fc6a06-c7d4-493e-a8e2-330760796a28,1152,7090,1,,HRM,-7076125.9225,5553714.1911
de936c6c-5658-4be6-973c-f98e2b58fba4,1153,4722,2,,HRM,-7082069.6405,5561756.696
573aa702-248d-406a-b0d4-f9e73db3ff12,1154,3750,1,,HRM,-7084812.8654,5578616.67
f6e29201-5596-4d8d-9488-4b790dfd121e,1155,11153,1,,HRM,-6936196.0647,5607406.3312
0e5f13aa-59ad-47c4-8dab-e2fc1cbf9fed,1157,52194,1,,HRM,-7071466.1539,5612129.8417
ef9bba4d-b31f-497b-a6ef-0b51393160be,1158,68513,0,OWN,HRM,-7055876.4047,5580915.9518
c581917a-f48d-4c58-8ab8-4a040cbca8f1,1159,594,1,,HRM,-7109843.0996,5575387.5212
5aa79c41-0d81-4825-9735-21e410c5d55d,1160,1000588,1,,HRM,-7105186.9787,5571281.9217
136c8282-8fee-4913-b9f7-54cce7b7aab2,1161,6036,1,,HRM,-7079067.881,5570508.3849
e522e234-4488-45fe-8d29-40071f7c788b,1162,11100,2,,HRM,-6947800.6056,5601777.3619
f4b86602-165d-4d6e-81d9-7115779a41e3,1163,10151,1,,HRM,-7042625.1651,5577196.2229
d7243dde-c70b-4cb6-8053-07f4542566a9,1164,999959,1,,HRM,-7044786.9056,5581384.8602
52a843c0-f75e-4a5d-a531-77868fb537a1,1165,77397,1,,HRM,-7090914.0601,5575068.2625
8e9507fa-8378-4f46-977f-6e6982606ae7,1166,4720,2,,HRM,-7081784.9527,5589136.0378
27e78b01-3cef-4472-ab41-24c4e75b41f6,1167,1227,1,,HRM,-7098951.5094,5581486.9008
be153e4a-f8bc-41a8-aa19-6ad1c5b05949,1168,1000530,2,,HRM,-7092378.6708,5574780.6708
e0ac34df-dd17-4272-a9f4-2d5ed8ff8f74,1169,691,2,,HRM,-7107367.5383,5571490.8022
82e7e87f-0a14-46f3-848a-b7d853ba3b6f,1170,41652,5,,HRM,-7080573.735,5575893.2447
3dfda9e1-481a-4e1e-9747-78dc192af799,1171,1000773,1,,HRM,-7077920.5598,5577897.3081
8dedbccb-7292-4f6f-aa85-e76e443483ee,1173,4528,1,,HRM,-7082204.3159,5594952.3531
2e34b8ba-5768-4dc4-8d25-b581589f7820,1174,9627,1,,HRM,-7057403.9642,5570596.1309
b90cbb53-8f8c-49b3-9b6f-aafc8bbee1f3,1175,7784,1,,HRM,-7073574.884,5567878.5132
ecdcab0f-a19f-497a-bd39-8132b1da24fe,1177,44862,1,,HRM,-7081930.1353,5560569.0128
56de4ddd-f78c-4698-b2f6-e32544d5fdef,1178,76846,1,,HRM,-7094652.4057,5587925.9777
755090c1-83ab-42d9-992a-fb02509756cc,1179,9447,1,,HRM,-7061939.215,5576533.599
e3d29258-7d32-4f1e-8fab-26210e3704e1,1180,390,2,,HRM,-7114745.0543,5568677.2878
6d7a4159-459b-442e-9c97-2846b90cad89,1181,5136,6,,HRM,-7081075.93,5567346.9394
13d95559-7972-457f-8f57-e6f1f2602034,1182,999949,1,,HRM,-7087698.0602,5563629.8403
7388aca9-6f40-46d6-a006-3ac0b0608fba,1183,2479,1,,HRM,-7089338.374,5575796.2582
4c71447e-9c9a-4960-a3b9-7668285f38ad,1184,44865,1,,HRM,-7084208.3422,5557911.7996
6d8d3de6-8abc-4dcd-9efe-fa23aa6f4a2c,1185,3559,1,,HRM,-7085569.7284,5581250.7293
aabd2f5d-b1e8-4745-9236-d3fe2345cffc,1186,1927,1,,HRM,-7092139.2784,5565744.0508
d3b20f6d-c596-452f-b50d-a1e29a688a59,1187,77067,2,,HRM,-7064515.1856,5566116.5074
6cef9985-c74f-47ed-beab-d728ea9a6ad1,1188,3767,2,,HRM,-7085067.8256,5550183.4644
58a06a20-8b6f-4c4b-93ca-3932fc7b19fb,1189,1993,0,GSA,HRM,-7091707.8736,5565058.984
7078666d-565d-4a6d-a5d4-7fff01c500be,1190,5798,1,,HRM,-7079720.2102,5564759.2448
7c087212-4092-4361-905e-99be23e8d03c,1191,76922,2,,HRM,-7093475.025,5583410.3117
edb28ff2-889d-4053-8a35-d8a812ab85e9,1192,50927,5,,HRM,-7075432.649,5581390.8717
e13d22fb-4caa-46c9-9def-14dab28868d2,1193,5135,1,,HRM,-7081094.5125,5565985.0119
0b447989-b7ac-4f49-b270-5b079c8d086f,1194,35882,0,OWN,HRM,-7059763.2348,5564079.5813
b08b1921-0be4-49e4-99e6-be1bcca26c74,1196,9900,1,,HRM,-7048441.6067,5580520.6808
4366f9b7-02ea-4818-83d7-8179692ad8ad,1197,43877,1,,HRM,-7077123.6246,5563846.5007
1b678e24-7616-481b-a532-734f52fad20d,1198,77170,1,,HRM,-7083368.3696,5576411.3912
86aa9cef-10ea-4a56-836b-69eef052a4f0,1199,6292,1,,HRM,-7078457.1345,5564685.1413
80de0e11-8c55-4f69-b44d-f45cb3b9dd53,1200,76796,1,,HRM,-7075645.0074,5557792.4632
403f4d98-684f-4c56-ba99-57d6634e9cae,1201,5330,1,,HRM,-7080691.2732,5566938.7223
32901625-a688-4f21-ae7a-f1391221ee63,1202,77406,1,,HRM,-7091489.0629,5575442.4149
87c32a8c-7b54-4f97-85cd-635b2549995e,1203,9352,1,,HRM,-7064368.1408,5562026.4812
0cbf1988-1398-46d0-ae59-b02149c1b368,1204,45551,1,,HRM,-7083163.7328,5568129.1773
39259d24-9a47-4747-adbe-fa5bcd89d9cc,1205,6509,1,,HRM,-7077723.9483,5573373.8069
2eee0149-6d8e-4b04-ad9c-86f683c84c55,1206,46170,1,,HRM,-7085054.7541,5578827.5962
c8ec557d-f5cd-4e40-95c1-1c027fc9bf1b,1207,4694,1,,HRM,-7082100.8723,5564633.3055
5b866bf7-f48e-47b0-a4cf-de983cdc318c,1208,7698,1,,HRM,-7073764.9925,5570523.3253
8b5c4567-bd67-4152-a780-64f4c3c84af0,1210,805,1,,HRM,-7105362.8282,5573460.4467
134db45b-5a36-419f-8b51-55067a3fa822,1211,3793,1,,HRM,-7084685.3264,5577364.5281
caffda5d-c040-498f-9697-0b247f3da006,1212,8473,1,,HRM,-7070345.0131,5570994.2454
6ad067cd-78b7-441e-b7c8-3877989bc75e,1215,77126,2,,HRM,-7084054.7289,5538633.1361
317cbc23-b4b0-483a-8051-aa95ebcf99b8,1216,43560,1,,HRM,-7078583.3364,5567961.8673
ab9a58d6-9de8-475e-8f10-f92c84383502,1217,6757,1,,HRM,-7077047.1596,5578282.0328
94fa518e-2270-4079-9f2b-9e11d56667db,1218,5165,2,,HRM,-7081112.7739,5559039.2121
bb6bfb10-7538-436d-939e-de3984270120,1219,9995,2,,HRM,-7046853.7952,5581347.8958
7cb4349e-c216-48be-900b-e37aed2461e9,1220,6171,7,,HRM,-7078729.345,5565800.5209
4ad70e12-b9fb-4006-8d74-828f034b0e19,1221,1865,1,,HRM,-7092582.4754,5566045.5691
7f082b34-c397-4c76-8982-87dfcbaa8056,1223,76588,1,,HRM,-7089903.7845,5574278.832
5bad12cc-614b-4ac8-a773-363999777311,1224,6472,1,,HRM,-7077886.5296,5569268.0586
ad083bcb-dcec-4dc3-bd44-27ea58f1aa3b,1225,65320,2,,HRM,-7081629.491,5564002.9683
71750c23-34ce-4971-861e-2f5b511a262f,1226,1001530,2,,HRM,-7093978.6135,5565924.9086
141c57d7-86bb-4ba5-a34d-3d18269e5c1a,1227,76864,5,,HRM,-7094073.9598,5587493.1523
03076004-846a-494b-8114-7ede43c298a0,1228,10507,1,,HRM,-7025135.4331,5625906.7808
0f25bdf6-8752-47d6-8179-a43820340011,1229,7773,1,,HRM,-7073110.2518,5609614.3398
a02d914c-31f6-4a1d-89fb-9668ec4213b9,1230,8382,1,,HRM,-7070903.8202,5569642.7932
a3822d31-2aa3-41cd-bc45-74b60ec99ba6,1231,7100,1,,HRM,-7076100.0646,5553279.412
82850555-ed48-4c8a-836f-d7005e88a593,1232,77240,1,,HRM,-7089110.927,5573878.7961
bf01bd3a-8a6f-4df2-8540-a6674d9ac009,1233,5754,1,,HRM,-7079923.3319,5557566.6383
c6737546-d051-44ae-97fd-905b2b372e26,1234,3791,1,,HRM,-7085008.1853,5546773.2441
c0c13d2d-3c43-4116-9b20-21829185e382,1235,5212,1,,HRM,-7080895.8459,5568776.5205
cecfde31-3f15-4b14-8078-e1456a6a014a,1236,2553,0,NAME,HRM,-7089092.0066,5578811.6608
960a69c1-64fb-4093-8b3b-04f4f9dc5392,1237,4308,1,,HRM,-7083137.2453,5568490.6202
6a28b8e1-dc27-41aa-93d4-60cfdae4db85,1238,44225,1,,HRM,-7082360.7334,5568602.0634
57a44de9-bcee-480d-be78-af8a0e5d9f10,1239,71,2,,HRM,-7126408.5208,5564943.9705
8b58ab41-5b97-472b-957d-3ff3a7fc5e63,1240,1000944,1,,HRM,-7077734.9515,5566916.0382
d91cdd87-5c71-4734-a1d8-2917acb23eeb,1241,7335,1,,HRM,-7074884.1999,5570473.4955
ca09dc1b-de3a-4853-a2c1-f5b7a715e546,1242,1409,1,,HRM,-7096747.1507,5574475.2629
d7d8fa98-e523-43d8-8b3b-55a61e378ba2,1243,7608,1,,HRM,-7073951.9186,5571438.0315
c1ca6c91-5382-473c-a726-650e63814d81,1244,4350,1,,HRM,-7083031.1007,5566597.3042
92e298fa-fa78-423a-aab6-d118be99b61f,1245,5713,2,,HRM,-7079692.4656,5586271.1173
76516d4e-54bb-40c1-96c9-86ecf79a6c47,1246,4634,1,,HRM,-7082226.0327,5565247.0084
e1b4db7a-a80e-4499-9768-dd6b943ad359,1247,7186,1,,HRM,-7075775.3431,5553739.693
3afba49c-b03e-481e-b448-9b42729bb484,1248,1000598,1,,HRM,-6960589.1192,5608527.3112
76668ad3-b044-47d3-bda8-7bd60059fa39,1249,198,2,,HRM,-7117471.4596,5545365.6622
a03b8632-6ed2-4826-acc6-0f773a704496,1250,2113,1,,HRM,-7090935.6037,5587646.4762
e673603f-bcd8-4bef-b1de-c0ebd110094b,1251,6168,1,,HRM,-7078662.9276,5571309.6306
3d3a786b-c8d8-49be-8f0a-404184bc9ccd,1252,9716,0,NAME,HRM,-7055757.8938,5580785.5121
59db0a21-a77c-4268-8660-adeebb8d0b4e,1253,3453,2,,HRM,-7086030.7144,5578698.9934
6d066f4f-af46-4715-ba9e-f42d7cb7b99a,1254,6148,1,,HRM,-7078829.3083,5562362.4823
cfbc963d-744b-4c96-a7bc-2def9d95fd93,1255,5685,1,,HRM,-7079975.1085,5568474.1487
05c5547f-f699-43eb-9834-66268beccc92,1256,9339,2,,HRM,-7063874.0899,5618031.977
39f89bb9-1b8c-4307-bde0-6ac677417a49,1257,77454,1,,HRM,-7071441.837,5602593.046
e37755d5-8a76-4a60-957c-266ab4ff01cc,1258,10742,0,GSA,HRM,-7005937.0884,5580938.619
9c1a4fe3-49c8-4b30-b144-bfcf4659d7ff,1259,3165,1,,HRM,-7087026.4861,5584407.2293
a82caa4e-723d-4f31-add5-44dca395dab2,1260,3737,2,,HRM,-7084846.9162,5579345.67
238b6bca-9b1d-4435-a405-ea74173a0338,1261,74932,1,,HRM,-7104172.9443,5575285.0322
fe6bf5fd-f9b4-4296-865b-0073b829366a,1262,10818,1,,HRM,-6995865.0199,5631732.1054
b715aeda-5a5d-4bac-848a-ca1418ef830b,1263,7295,1,,HRM,-7075257.2476,5553504.4591
64aaca66-0468-4e44-9b90-5ab6747e3d72,1265,28165,1,,HRM,-7099325.7977,5590958.3131
c35e3ca0-2dc4-4e33-b2a2-ff212cf6ccef,1266,2945,1,,HRM,-7087833.4817,5579435.757
0d0f09f3-5e36-4da5-9f4f-db78de23c77f,1267,77487,1,,HRM,-7086687.0659,5570284.4285
366adbd4-ea9e-4132-9ddb-f3b0dccdf15f,1268,44230,1,,HRM,-7082235.2268,5568655.795
ad2681e3-3598-43d7-9352-a47a0938f6cf,1269,6318,1,,HRM,-7078316.0457,5571333.3666
f9d1c7ab-4c67-45a4-b547-ab6cdb984f1e,1271,42943,6,,HRM,-7076571.5703,5568992.0854
26c38313-f6e2-45f0-a442-f0fa5d9c5464,1272,9838,2,,HRM,-7050147.8763,5584521.1157
276c7269-c45b-4be6-a540-6259a072e66e,1273,9370,1,,HRM,-7064155.0267,5558337.923
2a11bcdc-bf4d-4452-a69d-e8b098b50fe3,1274,4836,1,,HRM,-7081762.3292,5567840.9677
c1025072-0809-485e-a814-a45fbac8ff79,1275,719,2,,HRM,-7106685.7478,5578758.2169
18c038b6-41c3-4cbe-84bb-588a5f297ed5,1276,59565,2,,HRM,-7087553.872,5592485.4669
b5ddb0ba-37df-467d-8d45-feb3a2ba47dd,1277,8852,2,,HRM,-7067765.369,5571237.5892
eadfde66-6a6a-4324-b627-a718bf66e52b,1278,40675,6,,HRM,-7072350.9379,5569878.4566
bda0ba2f-49c7-4d0f-a64f-2e32c39df6f4,1279,7735,1,,HRM,-7073551.3921,5580933.3715
2423e5d3-7a99-4713-bacc-326ff3cc5299,1280,1001713,1,,HRM,-7085150.781,5583274.4847
4441e0d6-e5f0-4f61-8aa6-83f16593e28f,1282,6679,1,,HRM,-7077308.5722,5570469.3674
777d3312-0cac-47f3-b49c-4f01092d426c,1284,5715,1,,HRM,-7079940.0964,5564480.3565
cd76c98b-73fd-4262-800c-997a465db2c1,1285,495,2,,HRM,-7112649.1613,5570986.767
2363848e-f367-406e-8f6d-d97498d8d628,1286,5174,1,,HRM,-7081020.2829,5565362.9904
cfdedeba-0924-448c-b46f-fb8998460ebb,1287,4054,1,,HRM,-7083999.2,5557827.8902
d2e13859-5b80-4025-81aa-0650283561db,1288,10434,2,,HRM,-7030693.7206,5586863.2629
62bd381e-6c5a-43b9-bd7d-01618e6c2a2d,1289,73017,5,,HRM,-7070778.2601,5569812.8543
cc254e24-1265-483b-95f0-e59a1f28470a,1291,2586,2,,HRM,-7089010.0182,5577780.0587
8878d276-d312-4897-ab81-09160cb99b89,1292,10801,2,,HRM,-7000172.2475,5578528.1327
fbae418a-a56b-42f9-9394-b54e74eeb0a5,1293,8216,1,,HRM,-7072066.4407,5570919.0309
326e0819-ee2c-4579-ab8c-bf0804db6b93,1294,4062,1,,HRM,-7084014.5376,5554478.29
9633e9da-c4bf-49f3-8c7e-6100de5b2f05,1295,10344,1,,HRM,-7036362.0584,5571416.6103
00905bd4-c395-404f-aa20-dfbe1814b1c6,1297,8066,1,,HRM,-7072675.9089,5570821.9971
110d1d93-d0ac-4724-90c6-500f14595ded,1298,136,2,,HRM,-7119792.2218,5567346.7576
11031841-5f1b-4017-a9fe-f7185681827f,1299,8648,2,,HRM,-7069045.1229,5574996.6176
37f8872e-fccf-4f09-8ced-0e2722ff81ba,1300,4424,1,,HRM,-7082896.7977,5559354.6252
cf82b6fa-5880-4e9b-aee5-c9c7d1291524,1301,2018,2,,HRM,-7091226.7573,5601739.9259
a54836d1-29a0-472a-bf5c-2c8dcbb84baf,1302,6560,7,,HRM,-7077608.3866,5570956.106
efd7725a-c381-482f-842d-de359581d33f,1303,3657,2,,HRM,-7085145.3075,5579633.4656
fde2f879-f3ea-4dfa-81d5-711b05336197,1304,1001799,2,,HRM,-7116224.2313,5554858.4963
3c099f26-8721-4720-b41e-24f058b680fb,1305,5204,1,,HRM,-7080670.0932,5591074.2956
a77f504f-6082-4511-b935-c27374fa098a,1306,1001655,1,,HRM,-7078886.5452,5576677.1402
a4d7742d-533b-441a-816d-0ec910a6e5dc,1307,134,1,,HRM,-7119797.364,5568798.7416
57b8bbd3-8912-49e4-93eb-2aab417e3046,1308,34293,2,,HRM,-7080968.3331,5562162.2494
d24115c8-48b8-49f8-b45d-d1af4491bccf,1309,9513,1,,HRM,-7060688.3576,5572384.3788
92559475-4e6e-4851-9459-b987b95d57c5,1310,678,1,,HRM,-7107914.6528,5544380.9154
2aa3bf9c-7fbb-4b40-852b-89ae60cd7afe,1311,3001,2,,HRM,-7087707.076,5568805.4723
a19b979f-6474-40c1-8206-b2a6655822b0,1314,2434,1,,HRM,-7089481.0665,5576155.5102
edc9640e-860e-49f7-b8ec-28c2582b4fe8,1315,48678,0,GSA,HRM,-6982312.5802,5607666.9373
3555d62c-4454-4f54-ae1d-4309804bd28a,1316,10564,1,,HRM,-7020608.2726,5586453.6527
2f2ea5f7-1ea0-4e4a-a601-0a1c45d3e47c,1317,36838,2,,HRM,-7085632.9264,5571107.8294
11b6c9a1-102d-4456-a440-97ba6925f996,1318,999943,1,,HRM,-7076125.1714,5564712.436
ea65ea68-aac7-42e8-a285-09fc7b76ace6,1319,9957,2,,HRM,-7047318.6945,5580797.717
56acf37d-dfd6-4c52-a2e7-826ab4b37ecb,1320,5797,0,NAME,HRM,-7079734.2156,5563985.1132
4ab31f67-9a6c-41cf-9198-9210a9a94bac,1321,3011,1,,HRM,-7087492.0871,5586960.8445
6464fef3-4b8c-4a7b-a50f-f3cf70a37110,1322,933,2,,HRM,-7103627.3428,5573137.6614
2a76a21c-e0ca-471a-b562-7516cc86e1ed,1323,10688,0,GSA,HRM,-7008643.9643,5586510.9528
45b78cbf-67b7-4b4a-ae40-e0e09245f35f,1324,59558,1,,HRM,-7029841.6395,5628504.9308
3d7dde91-7f51-4d3a-8072-f0eeb63d0c3d,1325,76881,5,,HRM,-7075071.7029,5577328.7412
af7cae4b-b982-4f2c-8d41-3412ad50c5ee,1326,761,0,NAME,HRM,-7106084.531,5576807.6055
caea25c6-1d2d-4227-9819-4937f853720d,1327,1255,1,,HRM,-7098672.7142,5547632.0103
826f8634-abfc-45f2-bc58-fd5bd765a792,1328,8863,1,,HRM,-7067635.1593,5573496.9372
